Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Gò Vấp,60 m²,2 phòng,37857297,30/11/2023,20/11/2023,Đầy đủ.,Hợp đồng mua bán.,Cho thuê căn hộ I-Home: Thiết kế 2 phòng ngủ căn góc giá 7tr/tháng full nội thất,7 triệu/tháng,1 phòng
Gò Vấp,62 m²,2 phòng,38140885,25/12/2023,25/11/2023,"Nội thất bàn giao. - Bếp trên + bếp dưới: Mặt bếp ốp đá Solid Surface, tường bếp ốp kính cường lực. - Lót sàn gỗ 2 phòng ngủ. - Toilet bao gồm lavabo, vòi tắm hoa sen, bồn cầu từ American phòng tắm.",,"Cho thuê căn hộ Dream Home Residence 2 PN, 2 toilet, 7.5 triệu/th. LH ","7,5 triệu/tháng",2 phòng
Gò Vấp,60 m²,2 phòng,36595399,01/12/2023,21/11/2023,,,"Cho thuê căn hộ I-Home, Gò Vấp, 60m2, 2PN, 2WC, giá 7,5 triệu/tháng. LH Vân ","7,5 triệu/tháng",2 phòng
Gò Vấp,56 m²,2 phòng,35969021,30/11/2023,20/11/2023,Đầy đủ.,,"Chính chủ cho thuê 56m2 nhà full chung cư Felix Homes, P6, Q. Gò Vấp, giá 7.5tr/th. LH: ","7,5 triệu/tháng",2 phòng
Gò Vấp,25 m²,1 phòng,38591856,30/11/2023,20/11/2023,Đầy đủ,,CHDV full nội thất - Lotte Nguyễn Văn Lượng,"5,5 triệu/tháng",1 phòng
Gò Vấp,76 m²,2 phòng,38460471,05/12/2023,25/11/2023,Cơ bản,,Cần cho thuê chung cư Cityland Phường 10 Gò Vấp,12 triệu/tháng,2 phòng
Gò Vấp,71 m²,2 phòng,38529230,05/12/2023,25/11/2023,Cơ bản.,Sổ đỏ/ Sổ hồng,"Cho thuê CHCC Cityland Park Hills Phan Văn Trị, Gò Vấp, 2PN giá 12tr/th - 14tr/th LH ",12 triệu/tháng,2 phòng
Gò Vấp,100 m²,2 phòng,38403482,01/12/2023,21/11/2023,,,"Cho thuê CHCC Hà Đô Nguyễn Văn Công, P3, Gò Vấp, TP HCM giá 15tr/th, DT 100m2. ",15 triệu/tháng,1 phòng
Gò Vấp,64 m²,2 phòng,16541339,01/12/2023,01/11/2023,- Nội thất: + Có tủ bếp dưới.,,"Cho thuê căn hộ 64m2, 2PN, 2 WC, CC Dream Home Luxury Gò Vấp, giá 7 triệu/tháng. Tel: ",7 triệu/tháng,2 phòng
Gò Vấp,64 m²,2 phòng,32152328,15/12/2023,15/11/2023,"- Full nội thất: + Tủ bếp, bếp nấu, 01 máy lạnh, bàn ghế, rèm cửa, + kệ tivi, tủ lạnh, máy giặt, máy nước nóng (Nội thất như hình).",,"Cho thuê căn hộ có nội thất, 64 m2, 2 PN, 2WC, 1 PK & bếp CC Dream Home 7.5 triệu/th","7,5 triệu/tháng",2 phòng
Gò Vấp,30 m²,1 phòng,38123271,05/12/2023,25/11/2023,,,"Thuê căn hộ Gò Vấp bancol mới 100% gần Lotte Mart Nguyễn Văn Lượng, Khu Cityland",6 triệu/tháng,1 phòng
Gò Vấp,40 m²,,38631802,01/12/2023,24/11/2023,Đầy đủ,,Cho thuê căn hộ cao cấp full nội thất. View sân bay triệu đô,7 triệu/tháng,
Gò Vấp,84 m²,2 phòng,36236368,02/12/2023,22/11/2023,,,"Cho thuê CH chung cư Khang Gia Gò Vấp, 84m2, giá 8 tr/tháng, đầy đủ nội thất",8 triệu/tháng,2 phòng
Gò Vấp,105 m²,3 phòng,38641153,06/12/2023,26/11/2023,Đầy đủ.,,"Cho thuê CH Sunny Plaza, 3PN, 2WC, DT 105m2, full nội thất, gần công viên Gia Định",17 triệu/tháng,2 phòng
Gò Vấp,78 m²,2 phòng,37079757,07/12/2023,27/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ Cityland Park Hill, 18 Phan Văn Trị, P. 10, Q. Gò Vấp",12 triệu/tháng,2 phòng
Gò Vấp,30 m²,1 phòng,38564741,06/12/2023,26/11/2023,,,"Chung cư đầy đủ nội thất, bancol, PCCC gần chợ Cầu",5 triệu/tháng,1 phòng
Gò Vấp,75 m²,2 phòng,38628855,24/12/2023,24/11/2023,,,"Duy nhất 1 căn Cityland, Gò Vấp giá tốt: 12 triệu, 2 PN, 2WC, DT: 75m2 LH: Hà An ",12 triệu/tháng,2 phòng
Gò Vấp,40 m²,1 phòng,19202753,05/12/2023,20/11/2023,,,"Căn hộ mini ~40m2, có ban công thoáng, chỉ từ 4.5 tr đồng /tháng. LH: ","4,5 triệu/tháng",1 phòng
Gò Vấp,26 m²,1 phòng,38153727,03/12/2023,23/11/2023,Đầy đủ.,,Căn hộ full nội thất studio - gác ngay Thống Nhất chỉ 4trx,"4,5 triệu/tháng",1 phòng
Gò Vấp,40 m²,1 phòng,38354312,28/11/2023,18/11/2023,Đầy đủ nội thất cao cấp.,Sổ đỏ/ Sổ hồng.,"Căn hộ mini 1PN, 40m2 full nội thất cao cấp có máy giặt riêng Gò Vấp","5,8 triệu/tháng",1 phòng
Gò Vấp,40 m²,,37531705,04/12/2023,24/11/2023,,,Cho thuê căn hộ ban công 40m2 gần BV Hồng Đức - khu Cityland quận Gò Vấp,"4,9 triệu/tháng",
Gò Vấp,30 m²,1 phòng,38417510,04/12/2023,24/11/2023,,,"Studio mới, siêu đẹp ở 6 người, full NT, kế DH Công Nghiệp chỉ 500m, P. 3 Q. Gò Vấp",6 triệu/tháng,1 phòng
Gò Vấp,30 m²,1 phòng,36587883,04/12/2023,24/11/2023,,,"Cho thuê phòng ban công 30m2 siêu đẹp giống hình 100% gần chợ Thạch Đà, Quận Gò Vấp","4,5 triệu/tháng",1 phòng
Gò Vấp,32 m²,,38603009,01/12/2023,21/11/2023,Đầy đủ,,"Căn hộ cho thuê - sẵn nội thất ngay Phan Văn Trị, GV LH ","5,5 triệu/tháng",
Gò Vấp,60 m²,2 phòng,36149395,06/12/2023,21/11/2023,,,"Cần cho thuê căn hộ Dream Home, Gò Vấp, 60m2, 2PN, 2WC, giá 7tr/th. LH Vân ",7 triệu/tháng,2 phòng
Gò Vấp,75 m²,2 phòng,32173977,28/11/2023,18/11/2023,,,"Tôi cho thuê CH Sunny Plaza Phạm Văn Đồng, Q. Gò Vấp giá: 12tr/th 75m2, 2PN",12 triệu/tháng,
Gò Vấp,70 m²,,25973018,02/12/2023,22/11/2023,,,"Cho thuê căn hộ CC Hà Đô Nguyễn Văn Công, Q. Gò Vấp, 70m2, 11tr/th, LH: ",12 triệu/tháng,
Gò Vấp,140 m²,2 phòng,18889838,04/12/2023,24/11/2023,Có nội số nội thất.,,"Chính chủ cần cho thuê căn hộ Khang Gia Gò Vấp, 2PN, 1WC, có nội thất từ 6tr/th",10 triệu/tháng,2 phòng
Gò Vấp,73 m²,2 phòng,38549508,29/11/2023,14/11/2023,Nội thất cơ bản.,,"Cho thuê căn hộ I - Home Gò Vấp, full nội thất, 73m2, 2PN, 2WC, Ban công, LH: ",Thỏa thuận,2 phòng
Gò Vấp,86 m²,2 phòng,38607500,01/12/2023,21/11/2023,,,"Cho thuê căn hộ CityLand Park Hills DT 86m2 Thiết kế 2PN, 2WC giá 11tr LH ",11 triệu/tháng,2 phòng
Gò Vấp,73 m²,2 phòng,38540026,28/11/2023,13/11/2023,Nội thất cơ bản.,,"Cho thuê căn hộ I - Home Gò Vấp, full nội thất, 73m2, 2PN, 2WC, Ban công, LH: ",Thỏa thuận,2 phòng
Gò Vấp,45 m²,1 phòng,38612658,22/12/2023,22/11/2023,Đầy đủ,,"Penthouse mới khai trương ngay Dương Quảng Hàm full nội thất mới, ban công cửa sổ lớn 45m2 1PN rộng","7,5 triệu/tháng",1 phòng
Gò Vấp,68 m²,2 phòng,34278138,06/12/2023,26/11/2023,,,"Cho thuê căn hộ chung cư M-One, Nguyễn Bỉnh Khiêm, Gò Vấp, 2PN, 11tr. LH: ",11 triệu/tháng,2 phòng
Gò Vấp,69 m²,2 phòng,36181488,07/12/2023,27/11/2023,,,"Cần cho thuê căn hộ ở Dream Home Luxury, DT 69m2, 2 PN, 2 WC, giá 8.5tr. LH ","8,5 triệu/tháng",2 phòng
Gò Vấp,86 m²,2 phòng,36433177,02/12/2023,22/11/2023,,,"Cho thuê nhanh CC Cityland Park Hills, 86m2, 2PN, 12tr/th - 100m2, 3PN, 15tr/th. LH Vân",12 triệu/tháng,2 phòng
Gò Vấp,70 m²,2 phòng,31901360,12/12/2023,27/11/2023,,,"Tôi có căn hộ 2 PN Và 3PN cho thuê tại CC Cityland Park Hills, 18 Phan Văn Trị, Q. Gò Vấp",11 triệu/tháng,2 phòng
Gò Vấp,62 m²,2 phòng,37977784,07/12/2023,27/11/2023,Đầy đủ,Hợp đồng mua bán,"Cần cho thuê CH có NT ở Dream Home Residence, 62m2, 2PN, 2WC giá 9tr. LH ",9 triệu/tháng,2 phòng
Gò Vấp,77 m²,2 phòng,36432862,05/12/2023,25/11/2023,,,"Cần cho thuê chung cư, CityLand Park Hills, P10, Gò Vấp",14 triệu/tháng,2 phòng
Gò Vấp,27 m²,1 phòng,38647181,07/12/2023,27/11/2023,,,Căn hộ nội thất full ngay nguyễn văn lượng - gần CV Văn Hóa Gò Vấp,"4,7 triệu/tháng",1 phòng
Gò Vấp,30 m²,1 phòng,38647859,07/12/2023,27/11/2023,Đầy đủ.,,"Cho thuê căn hộ mini studio bếp riêng như 1PN Gần Lotte Mart giá siêu rẻ, 30m2","4,5 triệu/tháng",
Gò Vấp,76 m²,2 phòng,36992570,05/12/2023,25/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,Căn hộ Cityland Park Hills P10 cho thuê,13 triệu/tháng,2 phòng
Gò Vấp,78 m²,2 phòng,36014527,01/12/2023,16/11/2023,,,"Cho thuê căn hộ Hà Đô, 2PN, 78m2, 11tr/th, 3PN - 105m2 - 14tr/th, LH: ",11 triệu/tháng,2 phòng
Gò Vấp,75 m²,2 phòng,38430147,12/12/2023,27/11/2023,,,"Cho thuê CH Cityland Park Hills 18 Phan Văn Trị, Gò Vấp, 2PN, 3PN (11tr). LH: ",10 triệu/tháng,3 phòng
Gò Vấp,40 m²,,38561985,30/11/2023,15/11/2023,,,Cho thuê căn hộ Cityland Park Hills. Full nội thất cao cấp thang máy có máy giặt riêng,"6,5 triệu/tháng",
Gò Vấp,30 m²,1 phòng,38538685,28/11/2023,13/11/2023,,,"Chung cư mini bancol mới 100% gần chung cư Khang Gia, Emart Phan Huy Ích",5 triệu/tháng,1 phòng
Gò Vấp,"72,5 m²",2 phòng,38509010,08/12/2023,23/11/2023,Cơ bản.,Sổ đỏ/ Sổ hồng.,"Tôi có căn hộ 2 phòng ngủ cần cho thuê tại CC Cityland Park Hill, 18 Phan Văn Trị, Q. Gò Vấp",12 triệu/tháng,2 phòng
Gò Vấp,30 m²,1 phòng,37470827,03/12/2023,23/11/2023,Đầy đủ.,,"Cho thuê chung cư mini cao cấp, máy giặt riêng gần sân golf, Gò Vấp giáp Tân Bình","5,2 triệu/tháng",1 phòng
Gò Vấp,"74,9 m²",2 phòng,38517292,09/12/2023,09/11/2023,,Có sổ,Căn hộ Cityland Park Hills 2PN diện tích 74.9m2 giá thuê chỉ 11tr/tháng. Liên hệ: ,11 triệu/tháng,2 phòng
Gò Vấp,"72,5 m²",2 phòng,31848874,13/12/2023,13/11/2023,,,Cho thuê căn hộ Cityland Park Hills 2PN - 72.5m2 - 11tr/th LH: ,11 triệu/tháng,2 phòng
Gò Vấp,68 m²,2 phòng,38570015,01/12/2023,16/11/2023,,,Cho thuê căn hộ I-Home 68m2 căn góc Gò Vấp. LH ,9 triệu/tháng,2 phòng
Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Bình Thạnh,112 m²,2 phòng,37303251,23/12/2023,23/11/2023,Đầy đủ,Hợp đồng mua bán,"Cty PureLand cho thuê CH có sân vườn, 1PN, 2PN, 3PN nhiều vị trí đẹp, giá tốt nhất. Tham khảo ngay",Thỏa thuận,2 phòng
Quận 7,82 m²,2 phòng,37938776,03/12/2023,18/11/2023,Nội thất Cao cấp,,"Cần cho thuê nhanh CH Hưng Phúc (Happy Residence) PMH, Q7 nhà đẹp, mới, giá tốt. LH: ",15 triệu/tháng,2 phòng
Quận 4,70 m²,2 phòng,30997757,30/11/2023,31/10/2023,Đầy đủ.,,"15tr/th full NT 2PN 70m2 Galaxy 9 Q4, giá hot nhà đẹp. Coi nhà được liền ",15 triệu/tháng,2 phòng
Quận 2,70 m²,2 phòng,37688196,02/12/2023,22/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cho thuê Masteri Thảo Điền, căn 2 phòng ngủ, nhà đẹp, view cực mát mẻ, giá 15 triệu, LH: ",15 triệu/tháng,2 phòng
Quận 3,45 m²,,38163949,04/12/2023,24/11/2023,Đầy đủ,,"Khai trương căn hộ 1 PN + máy giặt riêng NT siêu xịn gần CV Tao Đàn, chợ Bến Thành",11 triệu/tháng,
Bình Chánh,83 m²,3 phòng,36651140,16/12/2023,16/11/2023,Đầy đủ,,Cho thuê căn hộ Saigon Mia 3PN 2WC 83m2 góc full nội thất giá chỉ 17tr/tháng ở liền. LH ,17 triệu/tháng,2 phòng
Hóc Môn,42 m²,2 phòng,37610500,17/08/2023,07/08/2023,,,"CHDV 1PN khu Tanimex, 215 Tô Ký, giáp Q12 (gần Đại học Huflit, Khu PM Q.Trung ) - 4.9 tr/th","4,9 triệu/tháng",1 phòng
Thủ Đức,64 m²,2 phòng,25290238,05/12/2023,25/11/2023,Đầy đủ,,"Cho thuê CH Sunview Town, nhà thoáng mát, view đẹp, chỉ 6tr/th, tiện nghi, LH em ngay ",6 triệu/tháng,2 phòng
Tân Bình,100 m²,,38505889,28/11/2023,18/11/2023,,,Căn hộ 1PN 2PN ban công cửa sổ full nội thất Hoàng Văn Thụ Cộng Hoà Hoàng Hoa Thám Etown Bạch Đằng,10 triệu/tháng,
Quận 3,55 m²,1 phòng,38633990,04/12/2023,24/11/2023,Đầy đủ.,,Căn hộ 1PN mới 100% full tiện ích ngay cầu Công Lý hướng về Quận 3 - vị trí tiện đi lại PN - Q3,11 triệu/tháng,1 phòng
Hóc Môn,55 m²,2 phòng,37450464,24/06/2023,14/06/2023,Đầy đủ,Đang chờ sổ,Cho thuê căn hộ 55m2 tại chung cư HQC sát bên chợ đầu mối,"5,5 triệu/tháng",1 phòng
Phú Nhuận,50 m²,1 phòng,38623534,03/12/2023,23/11/2023,Đầy đủ,,"Khai trương căn hộ 1PN mới 100% full nội thất, ban công lớn, Nguyễn Đình Chính, Phú Nhuận","10,5 triệu/tháng",1 phòng
Bình Chánh,50 m²,1 phòng,36854315,01/12/2023,01/11/2023,Đầy đủ,,"Chính chủ cho thuê nhanh căn hộ Saigon Mia 1PN 1WC full nội thất giá 11tr/th, ở liền, ",11 triệu/tháng,1 phòng
Phú Nhuận,45 m²,1 phòng,38624000,03/12/2023,23/11/2023,Đầy đủ,,"Căn hộ chung cư full NT - thang máy, hầm xe, bảo vệ - vị trí gần CV Hoàng Văn Thụ / sân bay TSN",8 triệu/tháng,1 phòng
TÃ¢n BÃ¬nh,,,,,,,,CHDV 1pn ban cÃ´ng mÃ¡y giáº·t riÃªng ngay khu vá»±c lÄƒng cha cáº£ Ä‘á»‘i diá»‡n Vincom,,
Hóc Môn,70 m²,2 phòng,38582217,02/12/2023,17/11/2023,"Có sẵn nội thất: giường, máy lạnh, máy nước nóng lạnh, tủ bếp, rèm cửa, giàn phơi đồ",Có sổ,Chính chủ cho thuê căn hộ HQC Hóc Môn (ngay chợ đầu mối nông sản Hóc Môn) LH: ,6 triệu/tháng,2 phòng
Hóc Môn,70 m²,3 phòng,33812034,24/09/2023,14/09/2023,"Cơ bản , đẹp",,"Cho thuê căn hộ HQC Hóc Môn, 70m2, 2PN, giá 6tr/tháng",6 triệu/tháng,2 phòng
Thủ Đức,48 m²,1 phòng,38625479,08/12/2023,23/11/2023,Cơ bản,,Cho thuê căn hộ chung cư - văn phòng Offitell 48m2,"7,5 triệu/tháng",1 phòng
Quận 10,31 m²,1 phòng,35694693,30/11/2023,15/11/2023,,,"BQL Charmington cho thuê Officetel 31m2 - 9tr, 35m2 - 10tr/th, 40m2 - 11tr/th, 45m2 - 13,5tr/th",9 triệu/tháng,1 phòng
Hóc Môn,75 m²,2 phòng,30901104,07/12/2023,22/11/2023,Cơ bản,,"Cho thuê CH HQC Hóc Môn 75m2, giá 5.5tr/th, 2PN, 2WC, nhà trống","5,5 triệu/tháng",2 phòng
Bình Chánh,60 m²,2 phòng,37394361,07/12/2023,27/11/2023,Cơ bản,,Cho thuê căn hộ Terra Mia - 2PN 2WC - 68m2 7tr - có nội thất - ở liền - LH: ,7 triệu/tháng,2 phòng
Quận 9,90 m²,3 phòng,24926850,06/12/2023,26/11/2023,"Nội thất mới: Kệ bếp, sàn gỗ phòng ngủ, full thiết bị nhà vệ sinh.",Hợp đồng mua bán,"Cho thuê gấp căn hộ Saigon Gateway, 3PN, giá từ 7.5tr/th, có thương lượng, LH ","7,5 triệu/tháng",2 phòng
Hóc Môn,50 m²,2 phòng,38643407,06/12/2023,26/11/2023,,,"Cho thuê chung cư HQC Hóc Môn, ngay chợ đầu mối Hóc Môn, 2PN, 1WC, 50m2, có 1 máy lạnh, ở liền","4,7 triệu/tháng",1 phòng
Quận 10,45 m²,2 phòng,37081571,11/12/2023,26/11/2023,Đầy đủ,,CH 2 phòng ngủ balcony // vòng xoay Dân Chủ Q10,"8,5 triệu/tháng",1 phòng
Quận 9,85 m²,2 phòng,28564288,20/12/2023,20/11/2023,,,"Cho thuê CH Saigon Gateway 2PN giá rẻ, hỗ trợ lắp 1 số NT cần thiết, nhà mới, view mát, ",8 triệu/tháng,2 phòng
Bình Chánh,68 m²,2 phòng,37394459,07/12/2023,27/11/2023,,,Cho thuê căn hộ Terra Mia Phạm Hùng 2PN 2WC 68m2 7.5tr/ tháng,"7,5 triệu/tháng",2 phòng
Quận 7,40 m²,1 phòng,38492460,07/12/2023,07/11/2023,Đầy đủ,,"Cho thuê căn hộ Lavida Plus, 1PN 1WC, nội thất cao cấp. Giá chỉ từ 10 triệu/th",10 triệu/tháng,1 phòng
Bình Thạnh,50 m²,,38524339,22/12/2023,22/11/2023,Đầy đủ,,Hệ thống Kunkin Gardan căn hộ 2 tầng ban công thoáng full NT cao cấp ngay Vinhomes Landmark 81,11 triệu/tháng,
Quận 7,75 m²,2 phòng,38492512,07/12/2023,07/11/2023,Đầy đủ,,"Cho thuê nhanh căn hộ quận 7 giá rẻ, đối diện SC Vivo City, gần trường ĐH Rmit 2PN 2WC full 14tr/th",14 triệu/tháng,2 phòng
Tân Bình,65 m²,1 phòng,37250689,07/12/2023,27/11/2023,,,CHDV 1PN nguyên tầng 65m2 mới 100% ngay khu vực chợ Hoàng Hoa Thám có máy giặt riêng,8 triệu/tháng,1 phòng
PhÃº Nhuáº­n,,,,,,,,"CH 2phÃ²ng ngá»§ gáº§n sÃ¢n bay TÃ¢n SÆ¡n Nháº¥t, Ä‘Æ°á»�ng Há»“ VÄƒn HuÃª, F9, quáº­n PhÃº Nhuáº­n - Bacon ThoÃ¡ng MÃ¡t",,
Quận 7,96 m²,3 phòng,38492478,07/12/2023,07/11/2023,Đầy đủ,,"Cho thuê căn hộ 3PN Lavida Plus, giá rẻ, full nội thất đẹp chỉ 18tr/tháng. LH ",18 triệu/tháng,2 phòng
Quận 7,100 m²,3 phòng,32817732,12/12/2023,27/11/2023,Đầy đủ.,Sổ đỏ/ Sổ hồng,"Cần cho thuê gấp căn hộ Happy Valley, cam kết giá rẻ nhất thị trường. LH: ",20 triệu/tháng,2 phòng
Quận 2,76 m²,2 phòng,38641051,07/12/2023,27/11/2023,Đầy đủ,,"Hót hòn họt tại The Sun Avenue 2pn giá thuê chỉ 15,5 triệu/tháng full nội thất","15,5 triệu/tháng",2 phòng
Bình Thạnh,"50,5 m²",1 phòng,29012526,08/12/2023,08/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,Cho thuê căn hộ Vinhomes Central Park 50.5m2 1PN tòa Landmark 6 view hồ bơi. LH ,14 triệu/tháng,1 phòng
Hóc Môn,53 m²,2 phòng,36314758,08/08/2023,29/07/2023,,,Cần cho thuê chung cư giá 4tr/tháng. Liên hệ ,4 triệu/tháng,1 phòng
Quận 7,74 m²,2 phòng,37984829,28/11/2023,13/11/2023,Cao cấp,Sổ đỏ/ Sổ hồng,"Cần cho căn hộ Sky Garden 3, PMH, Q7 nhà đẹp, giá siêu tốt, LH: ",11 triệu/tháng,1 phòng
Quận 7,89 m²,2 phòng,37882483,29/11/2023,14/11/2023,Cao cấp,Sổ đỏ/ Sổ hồng,"Cần cho thuê căn hộ cao cấp Green Valley PMH Q7 nhà đẹp, giá rẻ nhất khu vực. LH ",18 triệu/tháng,2 phòng
Phú Nhuận,35 m²,1 phòng,38651355,07/12/2023,27/11/2023,Đầy đủ,,"7tr8 GIẢM CÒN 7tr3 CH ở THIÊN ĐƯỜNG ĂN UỐNG - đường Phan Xích Long, F7, quận Phú Nhuận","7,3 triệu/tháng",1 phòng
Phú Nhuận,45 m²,1 phòng,38538189,03/12/2023,23/11/2023,Đầy đủ,,Căn hộ 1pn tách bếp full nt cao cấp - thang máy / bảo vệ vị trí gần cv và khu sân bay TSN,10 triệu/tháng,1 phòng
Hóc Môn,70 m²,2 phòng,37786225,30/08/2023,31/07/2023,Cơ bản,,Cho thuê chung cư ngay đại học HUFLIT Thành Phố Hồ Chí Minh,5 triệu/tháng,2 phòng
Phú Nhuận,50 m²,1 phòng,38651335,07/12/2023,27/11/2023,Đầy đủ,,"CH BACON + PHÒNG XÔNG HƠI +THANG MÁY đường Phan Xích Long, F7, quận Phú Nhuận - THIÊN ĐƯỜNG ĂN UỐNG","9,5 triệu/tháng",1 phòng
Hóc Môn,70 m²,2 phòng,36932391,08/09/2023,09/08/2023,"Có sẵn nội thất: giường, máy lạnh, máy nước nóng lạnh, tủ bếp, rèm cửa, giàn phơi đồ",Có sổ,Chính chủ cho thuê căn hộ HQC Hóc Môn (ngay chợ đầu mối nông sản Hóc Môn) LH: ,6 triệu/tháng,2 phòng
Phú Nhuận,45 m²,,38113551,06/12/2023,26/11/2023,Đầy đủ,,"Căn hộ ban công thoáng full NT xịn mới gần cầu Kiệu, ngã tư Phú Nhuận","7,5 triệu/tháng",
Quận 7,80 m²,2 phòng,37876468,15/12/2023,15/11/2023,,,"Cho thuê căn hộ Lavida Plus, 2pn, 2wc nội thất cao cấp. Giá chỉ từ 12 triệu/th",12 triệu/tháng,2 phòng
Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Phú Nhuận,75 m²,2 phòng,38456110,03/12/2023,23/11/2023,,,"Cho thuê CH Newton, Trương Quốc Dung, Phú Nhuận, 75m2, 2PN, views Landmark, giá 16 tr, ",16 triệu/tháng,2 phòng
Phú Nhuận,40 m²,1 phòng,38647549,27/12/2023,27/11/2023,Đầy đủ,,Cho thuê chuỗi CHDV 40m2 Quận Phú Nhuận full NT - bancol - phòng xông hơi - an ninh - tiện nghi,8 triệu/tháng,1 phòng
Phú Nhuận,40 m²,1 phòng,38176513,03/12/2023,23/11/2023,,,Căn hộ Ban công 40m2 - full nội thất - An Ninh PCCC - Ngã Tư Phú Nhuận,"5,5 triệu/tháng",1 phòng
Phú Nhuận,60 m²,1 phòng,38622286,03/12/2023,23/11/2023,Đầy đủ,,Căn Hộ 2PN + 1PK Hơn 50m2 - Full Nội Thất - Toà Thang Máy Có Bảo Vệ - Nguyễn Đình Chính Phú Nhuận,"11,5 triệu/tháng",1 phòng
Phú Nhuận,83 m²,2 phòng,38601766,01/12/2023,21/11/2023,,,"Cho thuê căn hộ The Prince, Nguyễn Văn Trỗi, 2PN, 83m2, nhà đẹp, giá 16 tr/th. LH: ",16 triệu/tháng,2 phòng
Phú Nhuận,32 m²,1 phòng,38437223,20/12/2023,20/11/2023,,,Thuê Orchard Parkview 1pn 32m2 nhà đẹp giá cực tốt chỉ từ 9 triệu/tháng,9 triệu/tháng,1 phòng
Phú Nhuận,120 m²,3 phòng,38620740,03/12/2023,23/11/2023,,,"Chủ nhà cho thuê Cao Ốc Phú Nhuận 20 Hoàng Minh Giám. 120m2, 3P, 2WC. Giá 14tr. LH ",14 triệu/tháng,2 phòng
Phú Nhuận,60 m²,1 phòng,38638297,05/12/2023,25/11/2023,Đầy đủ,,"CHDV 1PN 60m2, ban công - full nội thất tiện nghi - gần trục đường Lê Văn Sỹ Q. Phú Nhuận Quận 3","10,8 triệu/tháng",1 phòng
Phú Nhuận,50 m²,1 phòng,37589142,30/11/2023,20/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ The Prince, nội thất hoàng gia Tây Ban Nha, 50m2 - 1PN -1WC giá tốt chỉ 14tr",14 triệu/tháng,1 phòng
Phú Nhuận,95 m²,3 phòng,38569177,01/12/2023,16/11/2023,,,"Cho thuê căn hộ The Prince, Nguyễn Văn Trỗi, PN, DT 95m2, 3pn, 2wc, giá 19tr/th. LH ",19 triệu/tháng,2 phòng
Phú Nhuận,50 m²,1 phòng,38651335,07/12/2023,27/11/2023,Đầy đủ,,"CH BACON + PHÒNG XÔNG HƠI +THANG MÁY đường Phan Xích Long, F7, quận Phú Nhuận - THIÊN ĐƯỜNG ĂN UỐNG","9,5 triệu/tháng",1 phòng
Phú Nhuận,30 m²,1 phòng,38114349,04/12/2023,24/11/2023,Đầy đủ.,,CDDV full nội thất đẹp ngay trung tâm Q. Phú Nhuận,5 triệu/tháng,1 phòng
Phú Nhuận,40 m²,2 phòng,38639926,12/12/2023,27/11/2023,Cơ bản,,Căn hộ 1 phòng ngủ - bancol - Ngay kế bờ sông Hoàng Sa,7 triệu/tháng,
PhÃº Nhuáº­n,,,,,,,,"TÃ´i cáº§n cho thuÃª cÄƒn há»™ Kingston, Q.PhÃº Nhuáº­n, 80m2, 2PN, giÃ¡ 15tr/th, LH ",,
Phú Nhuận,53 m²,1 phòng,38480549,07/12/2023,27/11/2023,- Full nội thất.,,"Cho thuê căn 1PN The Prince Residence, 19 - 21 Nguyễn Văn Trỗi, full NT giá 14tr/th",14 triệu/tháng,1 phòng
